;text
2387;Grasse Classée depuis peu au patrimoine de l'UNESCO pour ses savoir-faire liés au parfum. En essor permanent, cette ville ne cesse de se moderniser et est aujourd'hui mise en lumière dans le monde comme l'un des lieux les plus incontournables de la région niçoise mais aussi du Sud de la France. ....Au Centre historique de Grasse ..Au 3eme étage 35 m2..2 projets possibles....Projet 1..Idéal investisseur possibilité de division en 2 studios Très bonne rentabilité ....Travaux à prévoir 400 euros le m2 rénovation totale d'intérieur, fenêtres comprises avec volets, devis à l'appui. ..Total travaux 15 990 € tout compris intérieur privatif et extérieur parties communes.....Travaux 15 990 € + prix d'achat 73670 € = 89 660 € pour 2 appartements neufs, donc 2560€ le m2, bien en dessous du prix du marché ....Location possible à l'année 550 euros mensuel charges comprises pour chaque studio. ..Rentabilité brute un fois travaux finis 15%....Détail des travaux parties communes : Façade et cage d'escaliers à rénover, voté par le syndic Devis 15 000 euros pour les 2 façades, 4500 euros la cage d'escalier, 40 % d'aides de l'état pour la façade, 400 euros rénovation toiture, Prix à diviser entre 6 lots....Projet 2..Beau 3 pièces pour particulier ..Moins de rentabilité ....Avec plusieurs très beaux projets sur mesure réalisés par une architecte et décoratrice d'intérieur comprenant le mobilier et la décoration à l'identique des plans 3D, qui vous seront fournis ....Prix de vente sans travaux 73 670 € ....Informations pour investisseurs :..Nous vendons étalement le 5ème etage et le 1er etage +rdc+cave voûtée ..Prix dégressif pour l'achat de plusieurs lots..Prix de la totalité 237 110 euros, soit une reduction de 14%. ..A savoir que le propriétaire du 4ème étage est également vendeur de son 35m2 ,estimé à 70 000 euros négociable ..Il resterait donc un seul propriétaire au 2ème étage qui n'est pas vendeur. .... Contactez-nous pour plus d'informations.
2388;Appartement avec une terrasse dans une future résidence de haut standing avec piscine.............Les avantages de la résidence:........* seulement 2 étages........* seulement 30 logements en accession........* piscine........* colline dominante de Nice........* en conformité avec:...._ la certification NF HABITAT...._ la Nouvelle Réglementation Acoustique (NRA),...._ la Norme Française électrique C 15-100,...._ la réglementation d'accessibilité des bâtiments d'habitation,...._ la réglementation de sécurité contre l'incendie des bâtiments d'habitation,...._ la réglementation thermique RT 2012........Photos non contractuelles.........Plans et informations en contactant Julien au 07.86.34.56.81
2389;Cannet Europe très beau 3/4 pièces....Coup de coeur pour ce très bel appartement refait à neuf ( sauf cuisine)de 99.35 m2 plus terrasse de 16m2 , séjour 45m2, vue sur parc Au calme et proche de toutes les commodités Cave et parking collectif dans residence..OFFRE ETUDIE..Référence annonce : 4403463..Les honoraires sont à la charge du vendeur
2390;"Une situation exceptionnelle au centre du village de La Napoule, à 50 mètres du port et à quelques pas des plages, commerces, bars et restaurants ! Dans une villa authentique divisé en deux lots, le rez de jardin et le premier étage, nous vendons le rez de jardin, composé comme suit : - Un appartement d'environ 34 m² avec terrasse, séjour avec coin cuisine, chambre, salle d'eau avec wc, local. - Un appartement d'une surface d'environ 45 m² : séjour avec coin cuisine, coin bureau, wc indépendant, chambre, salle de bains, terrasse. - Un garage aménagé en logement 2 pièces avec terrasse, d'une surface d'environ 36 m² : séjour avec cuisine, salle d'eau et chambre ouvrant sur la terrasse. L'ensemble dispose d'un jardin en jouissance exclusive permettant de stationner 3 à 4 véhicules. Rare sur le marché. Cette propriété est situé à proximité des plages, commerce et port de plaisance ; idéal pour occupation principale combiné d'une rentabilité en location saisonnière. Les appartements se louent à 800 euros / mois en hiver et 900 euros la semaine en été ; l'année dernière les logements ont généré plus de 20.000 euros de revenu. Soumis à la copropriété (3 lots), sans charges mensuelles. Copropriété de 3 lots."
2391;EXCLUSIVITÉ ! Mandelieu, Colline de Bellevue. Dans une résidence récente de grand standing offrant piscine, tennis et salle de sport, 4 pièces de 101 m² en dernier étage bénéficiant d'une vue mer panoramique et comprenant une entrée avec rangements, un vaste séjour ouvrant sur terrasse couverte expo Sud/Est , une cuisine indépendante et toute équipée, 3 chambres, 1 salle de bains et 1 salle de douche. un parking en sous-sol et une cave complètent ce bien. Copropriété de 28 lots (Pas de procédure en cours). Charges annuelles : 4395 euros.
2392;Studio Villeneuve-Loubet Village....Villeneuve-Loubet - Au coeur du Village - Studio loué meublé composé d'un séjour, d'une cuisine ouverte, aménagée et équipée, d'une salle d'eau et d'un w-c séparé. Disponible à partir de décembre...Référence annonce : E12LM8..Honoraires à la charge du locataire : 295 € TTC dont 68 € pour l'état des lieux..Dépôt de garantie : 465 €
2393;"MAISON A RENOVER IDEALEMENT SITUE....RARE.. Propriété avec ponton bord de siagne Situation d'exception Permis de construire déposé pour projet haut de *** existante de 150m2 à rénover et permettant le projet d'une villa contemporaine ou tout autre projet de rêve. Propriété bord de siagne avec ponton privé pour bateau de 10m. A 500 mètre de la mer Terrain de 1987 m2 avec emprise au sol de 30% soit 600 m2;.. Vous pouvez me contacter au 06.37.25.82.16 / 06.98.19.99.00..Référence annonce : BERA..Prix hors honoraires : 1 290 000 €"
2394;Appartement T1 studio meublé ....Dans résidence de standing avec gardien et piscine.....Meublé confortablement avec : lave linge, cuisine équipée ( four électrique et plaque vitro)...Vaisselle courante...Canapé lit...Téléviseur et meuble TV..Bibliothèque ..Table cuisine ....Terrasse de 13 m2 avec Table et chaises.....Pas de place de parking voiture mais libre place de moto disponible en sous sol.....Loyer: 629 €. charges comprises .. 589 €. hors charges....Les charges comprennent l’eau chaude et l’entretien des parties communes de l’immeuble et de la résidence.
2395;Appartement T3 de 61,60 m² avec terrasse et parking. Exposition SUD.
2396;Golfe juan, au calme, a 5 min de la plage et du centre ville, nous vous proposons cette maison de 4/5 pièces composé d'une cuisine ouverte/salle à manger, d'un séjour avec cheminée et trois chambres. Elle ouvre sur un jardin clos aménagé avec d'une part une cuisine d'été et un atelier d'une vingtaine de m² et d'une pergola sur dalle. le jardin est très agréable. Dans l'ensemble la maison est en bon état général. il est possible de stationner 2 voitures..Commerces et toutes commodités à proximité immédiate...Honoraires à la charge du vendeur.
2397;Votre agence 123webimmo l'immobilier au meilleur prix vous présente : Fort potentiel, vue mer et îles, 3P dernier étage, en angle, climatisé de 85m² avec grand séjour, 2 chbres, 1 garage, parking et caves. Dans jolie résidence sécurisée à taille humaine (avec ses 18 lots), ce 3P est très lumineux car en angle exposé Est Sud et Ouest. En dernier étage, il a une vue dégagée et dominante jusqu'aux îles de Lérins. A rafraîchir, il présente un fort potentiel car a de beaux volumes. Il y a une immense pièce de vie, 2 chambres dont une suite parentale avec sa salle de bain et WC. Il y a de nombreux rangements. L'appartement est vendue avec un garage à porte automatique, une place de parking et 2 caves. VOTRE AGENCE 123WEBIMMO...Honoraires à la charge du vendeur. Barèmes d’honoraires : https://123webimmo.com/agence/bareme/?aid=1014
2398;Appartement T4 duplex de 103,30 m² avec terrasse et parking. Exposition SUD EST.
2399;Corniche Fleurie, secteur résidentiel dans copropriété avec piscine, appartement en étage avec vue dégagée et parking privatif. entrée, séjour, cuisine, chambre, sdb avec wc, loggia..Assurance Multirisques Privilège *: 13.17 € / mois..*Services facultatifs, voir conditions en agences
2400;Antibes à 8 minutes de la plage, jolie petite maison avec son jardin...Rénovée il y a 7 ans, elle se compose d'une entrée, séjour ( 38m2 ) avec cuisine ouverte, 3 chambres, salle de bains, salle de douche, buanderie, local à vélo, et 2 parkings privatifs...Vous apprécierez l'environnement, la résidence et la piscine commune...Honoraires à la charge du vendeur.
2401;Appartement T4 duplex de 92,25 m² avec parking et terrasse. Exposition SUD OUEST.
2402;Dans résidence sécurisée, au 3 ème étage, spacieux appartement 3 pièces de 72m². Entrée, séjour de 23m², cuisine semi-ouverte équipée, deux grandes chambres avec placards de 13 et 16m², salle de bains, WC séparé, rangements. Balcon sud et terrasse Ouest avec vue dégagée verdure. Le bien bénéficie d'un garage fermé de 25m² avec cave attenante. Situation idéale proche de toutes les commodités ! A visiter sans tarder !..Honoraires à la charge du vendeur.
2403;Superbe T2 entièrement rénové de 48.05m² carrez, situé au rez-de-chaussée d'un immeuble comprenant: une cuisine aménagée et équipée ouverte sur le séjour, 1 chambre, 1 dressing,1 salle de bain, 1 wc indépendant, une terrasse privative + 1 cave..A VISITER RAPIDEMENT!..Pour tout renseignement complémentaire merci de contacter..Jennifer MONTREDON V Patrimoine au..Frais d'état des lieux : 144,15 €.
2404;Proche du Port Canto, Appartement 2 pièces meublé climatisé au 2ème étage avec une belle terrasse vue mer latérale...Cet appartement comprend un séjour, une cuisine équipée individuelle, une chambre, une salle de douche, un WC séparé et une terrasse...Loyer 900 € Provisions sur Charges 80 €..Caution : 1800 €..Honoraires Agence : 741 €..Cet appartement est disponible à partir de Janvier 2021..Proposé par l'Agence Cannes Immo Concept
2405;Appartement T4 duplex de 85,81 m² avec terrasse et parking. Exposition NORD.
2406;Location VIDE OU MEUBLÉE , en plein centre de Nice, dans le quartier prisé des Musiciens, rue Berlioz , dans un magnifique immeuble bourgeois de la Belle époque :..appartement de 2 pièces de 42m2 au 4ème étage avec ascenseur...REFAIT à NEUF - au calme absolu, il bénéficie d'un balcon donnant sur la cour...- composé d'une chambre et d'un grand salon avec la cuisine séparée et équipée...Meubles à ajouter ou pas - en fonction du candidat - à visiter!!!..A deux pas du tramway, proche gare SNCF et commerces...Disponible immédiatement!..LOYER 700€ + 30€, soit 730€ charges comprises...Référence 889 AK..Frais d'état des lieux : 126 €.
2407;Magnifique 3 pièces complètement rénové,situé dans une résidence de prestige sur Victor Hugo , à deux pas des commerces, de la mer et de la nouvelle ligne de tramway, composé d'un séjour avec cuisine us équipée ,deux chambres, toutes les pièces donnent sur une magnifique terrasse de 30m2 environ...Possibilité d'acquérir un grand box fermé prix de 65 000 euros...A ne pas manquer ! Pour toutes demandes d'informations et visite, merci de contacter Mirela MANOILA au +33616974895
2408;*Off Market**..Cannes, à proximité directe du boulevard de la Croisette, dans une belle residence, superbes studios composés d'une pièce de vie lumineuse avec coin lit, une cuisine équipée, une salle de douche avec W.C et une terrasse. Une cave vient compléter ce bien rénové en 2017...Honoraires à la charge du vendeur.
2409;06600, Antibes, sur les hauteurs, au sein d'un quartier résidentiel prisé pour son environnement calme et verdoyant...En rez-de-jardin d'une nouvelle résidence, le RIF a sélectionné pour vous un appartement 4 pièces de 84 m² avec un jardin de 277 m², une terrasse de 16 m² et parking double en sous-sol. ..Entrée, pièce à vivre de 26 m² avec cuisine ouverte, une chambre parentale, deux chambres (11 et 9 m²), placards, une salle d'eau, une salle de bains et deux WC. ..Triple exposition, séjour orienté Sud/Ouest, calme, prestations haut de gamme (carrelage 60x60, faïence toute hauteur, volets roulants électriques, menuiseries aluminium...), résidence avec piscine, dernières normes thermiques et phoniques...Prix : 686000 euros, frais de notaire réduits. Étiquette énergie : B.
2410;NICE 20 AVENUE DES ARÈNES DE CIMIEZ PROCHE CENTRE VILLE PROCHE DE LA COULEE VERTE UN GRAND STUDIO MEUBLE REFAIT A NEUF EN REZ DE JARDIN ACCÈS ASCENSEUR DANS UNE BELLE RESIDENCE..- SALLE DE DOUCHE A L'ITALIENNE..- CUISINE SÉPARÉE OUVERTE SUR LA PIÈCE A VIVRE..- GRANDE PORTE FENÊTRE AVEC STORE ELECTRIQUE DONNANT SUR JARDIN PRIVATIF DE 25M² PLEIN SUD..- EAU FROIDE ET CHAUDE COLLECTIVES..- CHAUFFAGE COLLECTIF LOYER 790euros DONT 90 euros DE PROVISIONS SUR CHARGES..- DEPOT DE GARANTIE 1400euros..- HONORAIRES DE LOCATION : 312euros bail de 1 an renouvelable par tacite reconduction et résiliable avec un préavis de un mois...Revenus minimum exigé de 2100 euros net/mensuel cumulés pour le(s) locataire(s)...Libre de suite...Dans le cadre du confinement les déménagements sont autorisés ainsi que les états des lieux et l'entrée dans le logement...contactez ou....
2411;06600, Antibes, chemin des combes, quartier résidentiel à quelques minutes du centre ville et des plages. Idéal résidence principale. Au dernier étage d'une résidence avec ascenseur, le RIF vend un appartement d'exception 3 pièces de 66 m² comprenant : entrée, pièce à vivre de 28 m² avec cuisine ouverte, deux chambres (11 et 9 m²), placard, une salle de bains et un WC séparé. Vue imprenable, lumière naturelle, prestations de qualité, dernières normes thermiques et phoniques, solarium 50 m², terrasse 15 m², possibilité parking en sus. Prix : 529000 euros, frais de notaire réduits. Étiquette énergie : B.
2412;06600, Antibes, centre-ville et plages à pied...Au 6e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 4 pièces de 87 m² avec deux terrasses (14 et 13 m²) et deux parkings en sous-sol. ..Entrée, espace de vie de 31 m² avec cuisine ouverte, une chambre parentale, deux chambres de 12 m², placards, deux salles d'eau et un WC séparé. ..Vue mer, triple exposition, climatisation réversible, prestations de qualité, dernières normes thermiques et phoniques...Prix : 725000 euros, frais de notaire réduits. Étiquette énergie : B.
2413;Nice, villa atypique de 145M2 avec un style contemporain complètement refait à neuf...Composée d'une cuisine ouverte sur un séjour de 45M2,une salle de jeux, 3 chambres dont une à l'étage avec salle de bain et dressing donnant sur une terrasse de 35M2...Honoraires à la charge du vendeur.
2414;....Superbe 2 pièces superbement meublé Cannes, au calme avec vue dégagée...., beau 2 pièces avec balcon, entièrement meublé haut de gamme, proche tous commerces. EXCLUSIVITÉ Réf. Annonce: 4613485.............Obtenir l'adresse......Être rappelé......Demander une visite......
2415;06800, Cagnes-sur-Mer, commerces et bus aux pieds de la résidence, proche du centre-ville et des écoles...Au 5e et dernier étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 4 pièces de 95 m² avec une terrasse de 26 m², un balcon de 10 m² et un parking double en sous-sol. ..Entrée, pièce à vivre de 44 m² avec cuisine ouverte, trois chambres (13, 10 et 9 m²), placards, une salle d'eau, une salle de bains et un WC séparé. ..Séjour lumineux, calme, faïence toute hauteur, volets roulants électriques, dernières normes thermiques et phoniques...Prix : 489000 euros, frais de notaire réduits. Étiquette énergie : B.
2416;06800, Cagnes-sur-Mer, commerces et bus aux pieds de la résidence, proche du centre-ville et des écoles...Au 2e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 3 pièces de 69 m² avec une terrasse de 22 m² et un parking double en sous-sol. ..Entrée, pièce à vivre de 34 m² avec cuisine ouverte, deux chambres (11 et 10 m²), placards, une salle d'eau et un WC séparé. ..Lumière naturelle, calme, faïence toute hauteur, volets roulants électriques, dernières normes thermiques et phoniques...Prix : 337000 euros, frais de notaire réduits. Étiquette énergie : B.
2417;"studio tout confort dans immeuble historique et central du port- ..4eme étage, vue totalement degagée sur le bassin du port , ..Très confortable et fonctionnel, hauts plafonds et 3 x larges fenêtres ..-tous les commerces sont disponibles aux alentours: boulangerie, boucherie, poissonnerie, supérette ouverte jusqu'à 21:00 h... ,nombreux restaurants a 1mn a pied....le studio se compose d'une pièce principale , une cuisine separée, un espace douche-wc , le tout fait 23 m2 ..-pour le couchage , est mis a disposition un canapé d'angle convertible et convenant parfaitement pour deux personnes ,la cuisine est toute équipée ( 2 x feux + four micro- ondes, frigo, ustensiles divers... ) , une machine a laver séchante est mise à disposition, ..-Situé à proximité de la plage des ponchettes ( en Eté, une navette chaque 5 mn gratuite par bateau permet d'effectuer la traversée du bassin en 2 minutes ) , ..- la mini plage du yacht club est a 10 mn a pied a l'est du bord de mer , ....- La vielle ville se situe a 15 mn à pied..-Le bus 100 ( arrêt port de Nice ) permet de longer et faire une halte sur toutes les communes balnéaires de la basse corniche ( Villefranche sur mer, Beaulieu sur Mer, Eze, Cap d'ail )jusqu'à Monaco.....ENJOY TO STAY IN A VERY COSY + FULL FURNISHED STUDIO PROVIDING A DIRECT VIEW OVERLOOKING NICE HARBOUR- ..in central historical vintage building , 4th Floor ( sorry no elevator )..Studio is 23.00 Sq meter though very functionnal + all facilities nearby:..supermarket just down the street open up to 21:00 h , various shops bakery, , ..restaurant, bars .....beach ""les ponchettes"", or tiny beach of yacht club Nice at 10 mn walk ,old Town is 15 mn walk etc…..studio has a fully equipped separate kitchen, a convertible sofa bed suitable for two persons in the main room + washing/ drying machine ..."
2418;06800, Cagnes-sur-Mer, commerces et bus aux pieds de la résidence, proche du centre-ville et des écoles...Au 2e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 3 pièces de 64 m² avec une terrasse de 21 m² et un parking double en sous-sol. ..Entrée, espace de vie de 29 m² avec cuisine ouverte, deux chambres (12 et 10 m²), placards, une salle d'eau et un WC séparé. ..Lumière naturelle, calme, faïence toute hauteur, volets roulants électriques, dernières normes thermiques et phoniques...Prix : 318000 euros, frais de notaire réduits. Étiquette énergie : B.
2419;06800, Cagnes-sur-Mer, un cadre de vie agréable proche de toutes les commodités et des plages du Cros-de-Cagnes...Au 2e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 3 pièces de 61 m² avec deux terrasses (11 et 7 m²) et un balcon. ..Entrée, pièce à vivre de 26 m² avec cuisine ouverte, deux chambres (11 et 9 m²), placards, une salle de bains et un WC séparé. ..Triple exposition, calme, prestations de qualité, dernières normes thermiques et phoniques...Prix : 345000 euros, frais de notaire réduits. (Possibilité de stationnement en sus du prix). Étiquette énergie : B.
2420;06800, Cagnes-sur-Mer, à 100 mètres de la plage ! ..Au 4e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 3 pièces de 63 m² avec une terrasse de 29 m² et un parking double. ..Entrée, pièce à vivre de 34 m² avec cuisine ouverte, deux chambres (11 et 9 m²), placards, une salle de bains et un WC séparé. ..Lumière naturelle, calme, prestations haut de gamme (carrelage 60x60, menuiseries aluminium, volets roulants électriques...), dernières normes thermiques et phoniques...Prix : 535000 euros, frais de notaire réduits. Étiquette énergie : B.
2421;06600, Antibes, chemin des combes, quartier résidentiel à quelques minutes du centre ville et des plages. Idéal résidence principale. Au 1er étage d'une résidence avec ascenseur, le RIF vend un appartement 3 pièces de 67 m² comprenant : entrée, pièce à vivre avec cuisine ouverte, deux chambres (13 et 11 m²), placard, une salle de bains et un WC séparé. Vue sur verdure, calme, prestations de qualité, dernières normes thermiques et phoniques, terrasse de 21 m², possibilité parking en sus. Prix : 345000 euros, frais de notaire réduits. Étiquette énergie : B.
2422;Dans résidence de bon standing de 2010 sécurisé, très beau et lumineux 3p de 61m2 exposé Sud OUEST offrant: une entrée, un vaste séjour d'angle avec cuisine ouverte donnant accès à une belle terrasse avec vue dégagé sur la verdure, salle de bains et 2 chambres avec rangements...proposition d'aménagements en 3D..Un parking sous-sol pouvant accueillir 2 véhicules..!! VISITE VIRTUELLE SUR DEMANDE !!..Nbre de lots : N.C..Charges courantes : 1620€/an..Honoraires à la charge du vendeur...Bien soumis à la copropriété..Pas de procédure en cours à notre connaissance.
2423;....MOUANS SARTOUX MANDAT UNIQUE: Au coeur du village, place Suzanne de Villeneuve, VOTRE AGENCE ERA....JT2 IMMOBILIER DE MOUANS SARTOUX vous propose à la location un studio meublé de 22.20 m² situé dans une maison de village. Appartement en très bon état, pièce principale donnant sur la place, salle de douche avec WC, cuisine Américaine entièrement équipée. Vous serez séduit par ses restaurants, rues pittoresques et ses animations estivales. Disponible le 2 janvier2021 pour visiter contacter Christophe Massolo.............Obtenir l'adresse......Être rappelé......Demander une visite......
2424;06600, Antibes, chemin du Tanit, à 10 minutes à pied de la place du général de Gaulle et des plages de Juan-les-Pins. Idéal résidence principale ou secondaire. Au dernier étage d'une résidence avec ascenseur, le RIF vend un appartement d'exception 4 pièces de 108 m² comprenant : entrée, pièce à vivre de 42 m² avec cuisine ouverte, trois chambres (13, 11 et 10 m²), placards, cellier, une salle d'eau, une salle de bains et deux WC. Vue mer, triple exposition, calme, prestations de qualité, dernières normes thermiques et phoniques, terrasse 37 m² et deux parkings. Prix : 860000 euros, frais de notaire réduits. Étiquette énergie : B.
2425;Proprioo vous propose à la vente cet appartement de 3 pièces de 70 m² situé dans le très prisé quartier du Cap d'Antibes, au sein d'une résidence de bon standing bien gérée, sécurisée...Cet appartement à rénover en rez-de-chaussée dispose de beaucoup de potentiel...Au calme proche du centre d'Antibes et Juan les pins !..Ce bien se situe dans un immeuble de 1980, situé au RDC...Il se compose d'un séjour, d'une cuisine indépendante, de 2 chambres, d'une salle de bain d'un WC séparé...Orienté Ouest, il dispose de doubles vitrages sur l'ensemble des fenêtres...Charges de copropriété : 98€ par mois, qui comprennent..Taxe foncière : 1180€ par an..Ce bien est commercialisé par Proprioo...Intéressé par ce bien ? Plus d'informations sur le site de Proprioo...Informations LOI ALUR :..Statut du négociateur : Agent immobilier...Soumis au régime de copropriété...Nombre de lots : 120...Quote part annuelle(moyenne) : 1176 euros...Honoraires charge vendeur. (gedeon_53882_21978590)
2426;06600, Antibes, sur les hauteurs, au sein d'un quartier résidentiel prisé pour son environnement calme et verdoyant...Au dernier étage d'une résidence de prestige, le RIF vend un appartement d'exception 4 pièces de 109 m² comprenant : entrée, pièce à vivre de 45 m² avec cuisine ouverte, une chambre parentale, deux chambres (11 et 9 m²), placards, une salle d'eau, une salle de bains et deux WC. Triple exposition, grandes baies, vue dégagée, calme, prestations haut de gamme, dernières normes thermiques et phoniques, solarium de 125 m² avec jacuzzi, terrasse de 37 m², résidence avec piscine et parking double en sous-sol. Prix : 1200000 euros, frais de notaire réduits. Étiquette énergie : B.
2427;06600, Antibes, sur les hauteurs, au sein d'un quartier résidentiel prisé pour son environnement calme et verdoyant...Au dernier étage d'une résidence de prestige, le RIF vend un appartement d'exception 5 pièces de 125 m² comprenant : entrée, pièce à vivre de 41 m² avec cuisine ouverte, une chambre parentale, trois chambres (13, 12 et 9 m²), placards, une salle d'eau, une salle de bains et trois WC. Triple exposition, grandes baies, vue dégagée, calme, prestations haut de gamme, dernières normes thermiques et phoniques, solarium de 126 m² avec jacuzzi, terrasse de 21 m², résidence avec piscine et parking double en sous-sol. Prix : 1300000 euros, frais de notaire réduits. Étiquette énergie : B.
2428;06800, Cagnes-sur-Mer, à 100 mètres de la plage ! ..Au 3e étage d'une nouvelle résidence avec ascenseur, le RIF a sélectionné pour vous un appartement 2 pièces de 47 m² avec une terrasse de 11 m² et un parking double. ..Espace de vie de 28 m² avec cuisine ouverte, une chambre de 14 m², placards et une salle d'eau avec WC. ..Aperçu mer, orienté plein Est, prestations haut de gamme (carrelage 60x60, menuiseries aluminium, volets roulants électriques...), dernières normes thermiques et phoniques...Prix : 350000 euros, frais de notaire réduits. Étiquette énergie : B.
2429;Grand studio cros de cagnes votre partenaire arthurimmo cros de cagnes vous propose à la vente ce superbe studio traversant en plein c ur du cros de cagnes. en étage médian, il vous offrira luminosité et vue dégagée. il se compose d'une très belle pièce de vie, d'une salle de bains, d'un wc indépendant et d'une vaste cuisine. un balcon plein sud offrant une belle vue dégagée, et un parking privé. idéal investissement, possibilité transformation en 2p. -..Honoraires à la charge du vendeur.
2430;06600, Antibes, à 150 m de la place du Général de Gaulle, tout à pied. Idéal investissement locatif et/ou résidence secondaire. Au 4e étage d'une résidence avec ascenseur, le RIF vend un appartement 2 pièces de 45 m² comprenant : entrée, pièce à vivre de 25 m² plein sud avec cuisine ouverte, une chambre de 10 m² et une salle de bains avec WC. Climatisation réversible, prestations de qualité, dernières normes thermiques et phoniques, balcon de 6 m², un parking en sous-sol. Prix : 298000 euros, frais de notaire réduits. Étiquette énergie : B.
2431;Bel appartement de 72,5 m², 2 chambres, belle époque, dans le prestigieux quartier du Carre d'Or, à côté du Palais Masséna, à 2 minutes à pied du front de mer - Appartement classique de Nicois situé dans l'un des grands palais les plus recherchés du prestigieux quartier du Carre D'or. - Nous avons d'autres photos et vidéos sur demande, contactez nous pour organiser une visite à distance. LEGGETT IMMOBILIER, un large choix de propriétés à la vente, plus de 11 000 biens à vendre sur notre site internet, ainsi que de nombreuses visites virtuelles 360 .
2432;06600, Antibes, boulevard du Maréchal Foch, adresse de prestige entre centre-ville et plages. Idéal résidence principale ou secondaire. Au 5e et dernier étage d'une résidence avec ascenseur, le RIF vend un appartement d'exception 4 pièces de 103 m² comprenant : entrée, pièce à vivre de 39 m² plein Sud avec cuisine ouverte, trois chambres (19, 14 et 13 m²), dressing, placards, deux salles d'eau et deux WC. Traversant, climatisation réversible, prestations de qualité, dernières normes thermiques et phoniques, balcon, terrasse de 34 m², solarium de 114 m², un parking double en sous-sol. Prix : 1351000 euros, frais de notaire réduits. Étiquette énergie : B.
2433;Appartement 5 pièces.
2434;06160, Juan-les-Pins, proche des commodités et des plages. Idéal résidence principale ou secondaire. Au 6e et dernier étage d'une résidence avec ascenseur, le RIF vend un appartement sur le toit 5 pièces de 123 m² comprenant : entrée, espace vie de 45 m² avec cuisine ouverte (possibilité d'ouvrir), quatre chambres (12, 11, 10 et 10 m²), dressing, placards, salle d'eau et salle de bains et deux WC séparés. Lumineux, calme, climatisation réversible, prestations de haut de gamme, dernières normes thermiques et phoniques, terrasses (21 et 19 m²), balcon 7 m², cave et deux parkings. Prix : 1175000 euros, frais de notaire réduits. Étiquette énergie : B.
2435;Vente d'un superbe appartement au centre de Nice Nous vous proposons ce superbe appartement très lumineux de 47 m² situé au 4ème et dernier étage avec ascenseur. Celui ci se compose d'une belle pièce de vie avec cuisine ouverte aménagée et équipée, d'une grande chambre et d'une salle d'eau avec douche italienne. Venez le découvrir au plus vite.
2436;06160, Juan-les-Pins, proche des commodités et des plages. Idéal résidence principale ou secondaire. Au 6e et dernier étage d'une résidence avec ascenseur, le RIF vend un appartement sur le toit 4 pièces de 93 m² comprenant : entrée, espace de vie de 36 m² avec cuisine ouverte, trois chambres (15, 11 et 10 m²), placards, salle d'eau et salle de bains et deux WC. Lumineux, climatisation réversible, prestations de haut de gamme, dernières normes thermiques et phoniques, terrasse 44 m², cave et parking. Prix : 915000 euros, frais de notaire réduits. Étiquette énergie : B.
2437;Dans résidence de bon standing de 2010 sécurisé rue antoine martin, très beau et lumineux 3p de 61m2 exposé Sud OUEST offrant: une entrée, un vaste séjour d'angle avec cuisine ouverte donnant accès à une belle terrasse avec vue dégagé sur la verdure, salle de bains et 2 chambres avec rangements...proposition d'aménagements en 3D..Un parking sous-sol pouvant accueillir 2 véhicules..!! VISITE VIRTUELLE SUR DEMANDE !!..Nbre de lots : N.C..Charges courantes : 1620€/an..Honoraires à la charge du vendeur...Bien soumis à la copropriété..Pas de procédure en cours à notre connaissance.
2438;"NICE GAMBETTA : Dans un petit immeuble de trois étages à la façade rénovée, en dernier étage, 3 pièces lumineux, traversant, exposé Sud et Nord avec vue dégagée sur jardin. Il se compose d'une entrée, de deux chambres, d'une cuisine individuelle, d'un séjour, d'une salle de bains et de WC individuels. Une cave vient compléter le bien...Situé dans une petite rue perpendiculaire à Gambetta et à moins de cinq minutes de la station de tramway ""Alsace-Lorraine"" mais également à 10 minutes du bord de Mer...CLASSE ENERGIE : C...Charges courantes : 1 180 €...Nombre de lots : 19...Les honoraires d'agence seront intégralement à la charge du vendeur...Honoraires à la charge du vendeur."
2439;06270, Villeneuve-Loubet, À voir absolument ! Localisation exceptionnelle en bordure de plage avec un accès privatif...Au rez-de-chaussée d'une nouvelle résidence, le RIF a sélectionné pour vous un appartement 3 pièces de 64 m² avec une terrasse de 43 m²...Entrée avec placard, espace de vie avec cuisine ouverte, deux chambres (13 et 11 m²), une salle de bains et un WC séparé...Vue mer, orienté Sud-Est, résidence avec piscine, dernières normes thermiques et phoniques...Prix : 740000 euros, frais de notaire réduits. Étiquette énergie : B.
